resume_id,name,job_title,skills,education,experience_years,projects,certifications,resume_text
RES_0755,Candidate_755,Data Scientist,"['Agile', 'JavaScript', 'NumPy', 'Docker', 'REST APIs', 'Kubernetes', 'React']",PhD in Mathematics,5,"['Project_0_755', 'Project_1_755']",['PMP'],"Name: Candidate_755
            Target Position: Data Scientist
            Summary: Experienced professional with 5 years in the tech industry.
            Skills: Agile, JavaScript, NumPy, Docker, REST APIs, Kubernetes, React
            Education: PhD in Mathematics
            Experience: 5 years
            Projects: Project_0_755, Project_1_755
            Certifications: PMP"
RES_0756,Candidate_756,System Administrator,"['AWS', 'Python', 'JavaScript', 'REST APIs', 'CI/CD', 'GraphQL']",PhD in Mathematics,8,"['Project_0_756', 'Project_1_756']","['Azure Certified', 'TensorFlow Developer']","Name: Candidate_756
            Target Position: System Administrator
            Summary: Experienced professional with 8 years in the tech industry.
            Skills: AWS, Python, JavaScript, REST APIs, CI/CD, GraphQL
            Education: PhD in Mathematics
            Experience: 8 years
            Projects: Project_0_756, Project_1_756
            Certifications: Azure Certified, TensorFlow Developer"
RES_0757,Candidate_757,UX Designer,"['Kubernetes', 'Agile', 'Node.js', 'Docker', 'NumPy', 'PostgreSQL', 'JavaScript', 'Python']",Bachelor's in Physics,15,"['Project_0_757', 'Project_1_757', 'Project_2_757', 'Project_3_757']",[],"Name: Candidate_757
            Target Position: UX Designer
            Summary: Experienced professional with 15 years in the tech industry.
            Skills: Kubernetes, Agile, Node.js, Docker, NumPy, PostgreSQL, JavaScript, Python
            Education: Bachelor's in Physics
            Experience: 15 years
            Projects: Project_0_757, Project_1_757, Project_2_757, Project_3_757
            Certifications: None"
RES_0758,Candidate_758,Machine Learning Engineer,"['Docker', 'PostgreSQL', 'CI/CD', 'NumPy']",Master's in Mathematics,10,"['Project_0_758', 'Project_1_758']","['PMP', 'TensorFlow Developer']","Name: Candidate_758
            Target Position: Machine Learning Engineer
            Summary: Experienced professional with 10 years in the tech industry.
            Skills: Docker, PostgreSQL, CI/CD, NumPy
            Education: Master's in Mathematics
            Experience: 10 years
            Projects: Project_0_758, Project_1_758
            Certifications: PMP, TensorFlow Developer"
RES_0759,Candidate_759,Frontend Developer,"['PostgreSQL', 'Agile', 'Git']",Bachelor's in Computer Science,13,"['Project_0_759', 'Project_1_759', 'Project_2_759']",['TensorFlow Developer'],"Name: Candidate_759
            Target Position: Frontend Developer
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: PostgreSQL, Agile, Git
            Education: Bachelor's in Computer Science
            Experience: 13 years
            Projects: Project_0_759, Project_1_759, Project_2_759
            Certifications: TensorFlow Developer"
RES_0760,Candidate_760,System Administrator,"['Python', 'PostgreSQL', 'Node.js', 'JavaScript', 'CI/CD', 'React', 'SQL', 'PyTorch']",PhD in Physics,5,"['Project_0_760', 'Project_1_760', 'Project_2_760', 'Project_3_760', 'Project_4_760']",[],"Name: Candidate_760
            Target Position: System Administrator
            Summary: Experienced professional with 5 years in the tech industry.
            Skills: Python, PostgreSQL, Node.js, JavaScript, CI/CD, React, SQL, PyTorch
            Education: PhD in Physics
            Experience: 5 years
            Projects: Project_0_760, Project_1_760, Project_2_760, Project_3_760, Project_4_760
            Certifications: None"
RES_0761,Candidate_761,Data Scientist,"['PyTorch', 'REST APIs', 'TensorFlow', 'GraphQL', 'Agile']",Bachelor's in Computer Science,12,"['Project_0_761', 'Project_1_761', 'Project_2_761']","['Scrum Master', 'PMP']","Name: Candidate_761
            Target Position: Data Scientist
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: PyTorch, REST APIs, TensorFlow, GraphQL, Agile
            Education: Bachelor's in Computer Science
            Experience: 12 years
            Projects: Project_0_761, Project_1_761, Project_2_761
            Certifications: Scrum Master, PMP"
RES_0762,Candidate_762,Business Analyst,"['MongoDB', 'AWS', 'Python', 'Node.js']",Bachelor's in Computer Science,8,"['Project_0_762', 'Project_1_762', 'Project_2_762', 'Project_3_762', 'Project_4_762']","['Google Cloud Certified', 'AWS Certified', 'Scrum Master']","Name: Candidate_762
            Target Position: Business Analyst
            Summary: Experienced professional with 8 years in the tech industry.
            Skills: MongoDB, AWS, Python, Node.js
            Education: Bachelor's in Computer Science
            Experience: 8 years
            Projects: Project_0_762, Project_1_762, Project_2_762, Project_3_762, Project_4_762
            Certifications: Google Cloud Certified, AWS Certified, Scrum Master"
RES_0763,Candidate_763,QA Engineer,"['CI/CD', 'Kubernetes', 'Python', 'PyTorch', 'GraphQL', 'AWS']",PhD in Statistics,13,"['Project_0_763', 'Project_1_763']",['AWS Certified'],"Name: Candidate_763
            Target Position: QA Engineer
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: CI/CD, Kubernetes, Python, PyTorch, GraphQL, AWS
            Education: PhD in Statistics
            Experience: 13 years
            Projects: Project_0_763, Project_1_763
            Certifications: AWS Certified"
RES_0764,Candidate_764,Frontend Developer,"['PyTorch', 'React', 'Python', 'SQL', 'Pandas', 'Git', 'PostgreSQL', 'CI/CD']",Bachelor's in Statistics,1,['Project_0_764'],['Scrum Master'],"Name: Candidate_764
            Target Position: Frontend Developer
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: PyTorch, React, Python, SQL, Pandas, Git, PostgreSQL, CI/CD
            Education: Bachelor's in Statistics
            Experience: 1 years
            Projects: Project_0_764
            Certifications: Scrum Master"
RES_0765,Candidate_765,Machine Learning Engineer,"['MongoDB', 'Docker', 'React', 'CI/CD', 'TensorFlow', 'Python']",PhD in Computer Science,7,['Project_0_765'],"['AWS Certified', 'Azure Certified', 'TensorFlow Developer']","Name: Candidate_765
            Target Position: Machine Learning Engineer
            Summary: Experienced professional with 7 years in the tech industry.
            Skills: MongoDB, Docker, React, CI/CD, TensorFlow, Python
            Education: PhD in Computer Science
            Experience: 7 years
            Projects: Project_0_765
            Certifications: AWS Certified, Azure Certified, TensorFlow Developer"
RES_0766,Candidate_766,Product Manager,"['PyTorch', 'TensorFlow', 'React', 'Java', 'MongoDB', 'Docker', 'Agile']",Bachelor's in Physics,4,"['Project_0_766', 'Project_1_766', 'Project_2_766', 'Project_3_766', 'Project_4_766']","['TensorFlow Developer', 'AWS Certified']","Name: Candidate_766
            Target Position: Product Manager
            Summary: Experienced professional with 4 years in the tech industry.
            Skills: PyTorch, TensorFlow, React, Java, MongoDB, Docker, Agile
            Education: Bachelor's in Physics
            Experience: 4 years
            Projects: Project_0_766, Project_1_766, Project_2_766, Project_3_766, Project_4_766
            Certifications: TensorFlow Developer, AWS Certified"
RES_0767,Candidate_767,Product Manager,"['Agile', 'SQL', 'Python']",Master's in Computer Science,0,"['Project_0_767', 'Project_1_767', 'Project_2_767', 'Project_3_767']","['Azure Certified', 'AWS Certified', 'TensorFlow Developer']","Name: Candidate_767
            Target Position: Product Manager
            Summary: Experienced professional with 0 years in the tech industry.
            Skills: Agile, SQL, Python
            Education: Master's in Computer Science
            Experience: 0 years
            Projects: Project_0_767, Project_1_767, Project_2_767, Project_3_767
            Certifications: Azure Certified, AWS Certified, TensorFlow Developer"
RES_0768,Candidate_768,DevOps Engineer,"['PostgreSQL', 'Docker', 'Node.js']",Master's in Computer Science,5,['Project_0_768'],"['TensorFlow Developer', 'Google Cloud Certified']","Name: Candidate_768
            Target Position: DevOps Engineer
            Summary: Experienced professional with 5 years in the tech industry.
            Skills: PostgreSQL, Docker, Node.js
            Education: Master's in Computer Science
            Experience: 5 years
            Projects: Project_0_768
            Certifications: TensorFlow Developer, Google Cloud Certified"
RES_0769,Candidate_769,Data Analyst,"['SQL', 'Java', 'MongoDB', 'GraphQL', 'Node.js', 'Docker']",PhD in Mathematics,12,"['Project_0_769', 'Project_1_769', 'Project_2_769', 'Project_3_769']","['Azure Certified', 'PMP']","Name: Candidate_769
            Target Position: Data Analyst
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: SQL, Java, MongoDB, GraphQL, Node.js, Docker
            Education: PhD in Mathematics
            Experience: 12 years
            Projects: Project_0_769, Project_1_769, Project_2_769, Project_3_769
            Certifications: Azure Certified, PMP"
RES_0770,Candidate_770,Backend Developer,"['CI/CD', 'Java', 'Pandas']",Bachelor's in Engineering,11,"['Project_0_770', 'Project_1_770', 'Project_2_770', 'Project_3_770']",[],"Name: Candidate_770
            Target Position: Backend Developer
            Summary: Experienced professional with 11 years in the tech industry.
            Skills: CI/CD, Java, Pandas
            Education: Bachelor's in Engineering
            Experience: 11 years
            Projects: Project_0_770, Project_1_770, Project_2_770, Project_3_770
            Certifications: None"
RES_0771,Candidate_771,DevOps Engineer,"['GraphQL', 'PostgreSQL', 'REST APIs', 'Git', 'Pandas', 'Docker']",Master's in Physics,6,"['Project_0_771', 'Project_1_771']","['Azure Certified', 'Scrum Master', 'TensorFlow Developer']","Name: Candidate_771
            Target Position: DevOps Engineer
            Summary: Experienced professional with 6 years in the tech industry.
            Skills: GraphQL, PostgreSQL, REST APIs, Git, Pandas, Docker
            Education: Master's in Physics
            Experience: 6 years
            Projects: Project_0_771, Project_1_771
            Certifications: Azure Certified, Scrum Master, TensorFlow Developer"
RES_0772,Candidate_772,Business Analyst,"['JavaScript', 'TensorFlow', 'NumPy']",PhD in Statistics,6,"['Project_0_772', 'Project_1_772', 'Project_2_772', 'Project_3_772']",[],"Name: Candidate_772
            Target Position: Business Analyst
            Summary: Experienced professional with 6 years in the tech industry.
            Skills: JavaScript, TensorFlow, NumPy
            Education: PhD in Statistics
            Experience: 6 years
            Projects: Project_0_772, Project_1_772, Project_2_772, Project_3_772
            Certifications: None"
RES_0773,Candidate_773,Business Analyst,"['Kubernetes', 'Python', 'Agile']",Master's in Physics,1,"['Project_0_773', 'Project_1_773', 'Project_2_773', 'Project_3_773']","['Scrum Master', 'PMP', 'TensorFlow Developer']","Name: Candidate_773
            Target Position: Business Analyst
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: Kubernetes, Python, Agile
            Education: Master's in Physics
            Experience: 1 years
            Projects: Project_0_773, Project_1_773, Project_2_773, Project_3_773
            Certifications: Scrum Master, PMP, TensorFlow Developer"
RES_0774,Candidate_774,Product Manager,"['Agile', 'Node.js', 'GraphQL', 'Python', 'Pandas', 'NumPy', 'Kubernetes']",Bachelor's in Engineering,15,['Project_0_774'],"['Azure Certified', 'TensorFlow Developer', 'Google Cloud Certified']","Name: Candidate_774
            Target Position: Product Manager
            Summary: Experienced professional with 15 years in the tech industry.
            Skills: Agile, Node.js, GraphQL, Python, Pandas, NumPy, Kubernetes
            Education: Bachelor's in Engineering
            Experience: 15 years
            Projects: Project_0_774
            Certifications: Azure Certified, TensorFlow Developer, Google Cloud Certified"
